Cuadricula;Peso;Fecha;Sigma0;Sigma1;Sigma2;Sigma3;Sigma4;Sigma5;Sigma6;Sigma7;Sigma8;Sigma9;Sigma10;Sigma11;Sigma12;Sigma13;Sigma14;Sigma15;Sigma16;Sigma17;Sigma18;Sigma19;Sigma20;Sigma21;Sigma22;Sigma23
C2;100;23/12/2024  10:15;0,02596180;0,01050002;0,02711169;0,03320008;0,01072288;0,01215631;0,01063170;0,01110624;0,02041097;0,01899026;0,00858727;0,01533721;0,01463125;0,00662916;0,00725520;0,01795065;0,00812866;0,00469849;0,00800008;0,00755548;0,00699231;0,01076412;0,00758938;0,00563432
C2;100;23/12/2024  10:30;0,02504980;0,01015014;0,02662978;0,03199721;0,01036091;0,01202145;0,01026508;0,01072413;0,02025446;0,01825835;0,00830912;0,01518370;0,01381693;0,00638568;0,00519872;0,01695006;0,00778298;0,00399512;0,00788980;0,00723424;0,00584394;0,01024187;0,00728622;0,00369434
C2;100;23/12/2024  10:45;0,02614467;0,01059382;0,02582891;0,03346289;0,01081755;0,01182401;0,01061181;0,01120418;0,01983321;0,01910099;0,00865632;0,01486172;0,01427703;0,00652461;0,00717868;0,01746494;0,00801348;0,00443945;0,00798017;0,00744237;0,00693722;0,01055199;0,00747999;0,00565843
C2;100;23/12/2024  11:00;0,02634786;0,01066036;0,02699210;0,03371327;0,01087876;0,01212008;0,01076873;0,01126651;0,02018828;0,01925631;0,00870825;0,01521347;0,01449479;0,00661089;0,00725092;0,01777818;0,00810701;0,00442718;0,00821738;0,00753849;0,00705735;0,01072259;0,00757622;0,00561139
C2;100;23/12/2024  11:15;0,02589346;0,01050334;0,02636751;0,03311632;0,01071875;0,01200581;0,01066171;0,01109239;0,02002632;0,01892660;0,00859571;0,01508412;0,01436974;0,00661819;0,00738909;0,01766546;0,00807026;0,00442016;0,00820177;0,00750611;0,00722130;0,01063880;0,00755331;0,00571291
C2;100;23/12/2024  11:30;0,02633687;0,01068332;0,02721877;0,03371622;0,01091671;0,01229569;0,01069198;0,01130800;0,02012590;0,01925526;0,00874144;0,01514675;0,01448593;0,00656292;0,00565812;0,01773549;0,00807355;0,00513607;0,00798700;0,00751017;0,00628758;0,01068095;0,00753480;0,00339085
C2;100;23/12/2024  11:45;0,02585676;0,01051928;0,02751339;0,03309208;0,01074185;0,01237158;0,01053090;0,01112016;0,02003117;0,01886960;0,00862475;0,01521091;0,01417372;0,00650856;0,00775429;0,01735747;0,00796266;0,00529382;0,00804926;0,00739590;0,00761681;0,01051325;0,00745116;0,00577564
C2;100;23/12/2024  12:00;0,02518865;0,01025538;0,02739724;0,03214930;0,01045661;0,01227261;0,01033650;0,01083314;0,02044961;0,01838599;0,00842035;0,01534965;0,01408964;0,00637088;0,00768135;0,01729233;0,00783738;0,00456185;0,00786548;0,00728633;0,00748628;0,01040266;0,00731460;0,00586254
C2;100;23/12/2024  12:15;0,02666885;0,01081403;0,02701295;0,03419060;0,01104238;0,01220256;0,01080891;0,01143895;0,02034475;0,01949952;0,00884353;0,01533092;0,01472488;0,00664899;0,00709053;0,01801143;0,00819284;0,00434410;0,00812601;0,00761202;0,00712246;0,01086454;0,00763813;0,00539788
C2;100;23/12/2024  12:30;0,02472457;0,01008028;0,02755441;0,03154634;0,01027995;0,01231468;0,01011719;0,01065313;0,02066357;0,01800480;0,00829382;0,01532712;0,01385958;0,00633788;0,00697807;0,01700113;0,00774995;0,00426207;0,00788617;0,00719960;0,00707432;0,01026124;0,00724350;0,00519050
C2;100;23/12/2024  12:45;0,02591807;0,01054384;0,02712370;0,03317699;0,01076111;0,01218222;0,01055968;0,01114344;0,02036728;0,01894116;0,00864055;0,01532183;0,01414783;0,00653182;0,00775219;0,01731770;0,00798772;0,00448374;0,00809202;0,00743086;0,00762296;0,01049173;0,00747278;0,00594384
C2;100;23/12/2024  13:00;0,02664027;0,01082474;0,02685620;0,03409978;0,01105352;0,01218618;0,01082165;0,01144441;0,02023346;0,01948134;0,00886248;0,01535555;0,01432850;0,00646129;0,00739474;0,01752211;0,00798763;0,00437266;0,00804399;0,00741843;0,00746069;0,01058745;0,00744624;0,00547403
C2;100;23/12/2024  13:15;0,02523603;0,01029118;0,02726063;0,03225697;0,01049966;0,01226708;0,01026815;0,01087328;0,02001416;0,01840509;0,00844111;0,01535121;0,01379278;0,00633476;0,00736493;0,01688876;0,00776199;0,00548242;0,00788482;0,00720809;0,00743910;0,01023249;0,00725117;0,00519815
C2;100;23/12/2024  13:30;0,02632734;0,01065171;0,02718338;0,03367070;0,01088379;0,01227379;0,01071746;0,01127423;0,02001151;0,01926384;0,00872619;0,01511532;0,01412469;0,00639271;0,00795211;0,01729614;0,00788751;0,00515514;0,00787247;0,00732485;0,00781834;0,01041558;0,00735253;0,00593418
C2;100;23/12/2024  13:45;0,02659006;0,01088813;0,02676415;0,03408749;0,01111182;0,01208459;0,01069370;0,01151471;0,02009446;0,01944561;0,00892887;0,01534969;0,01451613;0,00654105;0,00611141;0,01770278;0,00808924;0,00406505;0,00799877;0,00750756;0,00678088;0,01073226;0,00753754;0,00416937
C2;100;23/12/2024  14:00;0,02528961;0,01033894;0,02744335;0,03230223;0,01054517;0,01230780;0,01026562;0,01092201;0,02030991;0,01840877;0,00849775;0,01545014;0,01373174;0,00631318;0,00770805;0,01677181;0,00773197;0,00450486;0,00790500;0,00718321;0,00760670;0,01021976;0,00723014;0,00591317
C2;100;23/12/2024  14:15;0,02499276;0,01019091;0,02687234;0,03185181;0,01038899;0,01213626;0,01031588;0,01075745;0,02010978;0,01825116;0,00836413;0,01529888;0,01421162;0,00632238;0,00773580;0,01744511;0,00781219;0,00449864;0,00782684;0,00725030;0,00774241;0,01045326;0,00727845;0,00586873
C2;100;23/12/2024  14:30;0,02542712;0,01040075;0,02729853;0,03248796;0,01061157;0,01221104;0,01035698;0,01098462;0,02067614;0,01854341;0,00853965;0,01539872;0,01413349;0,00634537;0,00598858;0,01730178;0,00782993;0,00403418;0,00799762;0,00727376;0,00660941;0,01045853;0,00730192;0,00416020
C2;100;23/12/2024  14:45;0,02624513;0,01064013;0,02658037;0,03358074;0,01087446;0,01206257;0,01070629;0,01125533;0,01990457;0,01918287;0,00872080;0,01496948;0,01425290;0,00647817;0,00762996;0,01742245;0,00797927;0,00458088;0,00800778;0,00740671;0,00746115;0,01053639;0,00744503;0,00583896
C2;100;23/12/2024  15:00;0,02569918;0,01047842;0,02740799;0,03283198;0,01069479;0,01223425;0,01043142;0,01108048;0,01988472;0,01876785;0,00859639;0,01506926;0,01405772;0,00635469;0,00512592;0,01717004;0,00784224;0,00510662;0,00770317;0,00728846;0,00583644;0,01035798;0,00731443;0,00324008
C2;100;23/12/2024  15:15;0,02509414;0,01021923;0,02767494;0,03207999;0,01041475;0,01231521;0,01027126;0,01078833;0,02048213;0,01831073;0,00840851;0,01531668;0,01406630;0,00633495;0,00769461;0,01724382;0,00781272;0,00496534;0,00792401;0,00724399;0,00762858;0,01040697;0,00728695;0,00577337
C2;100;23/12/2024  15:30;0,02605041;0,01065873;0,02733548;0,03336416;0,01088943;0,01228425;0,01049874;0,01127457;0,02030532;0,01901359;0,00876316;0,01537376;0,01425645;0,00649277;0,00645521;0,01739642;0,00799295;0,00420117;0,00796527;0,00742169;0,00703513;0,01055984;0,00746172;0,00457486
C2;100;23/12/2024  15:45;0,02631009;0,01073217;0,02739601;0,03369768;0,01096466;0,01226169;0,01066045;0,01136041;0,02041504;0,01922824;0,00881265;0,01526588;0,01451394;0,00653528;0,00770179;0,01772938;0,00807752;0,00448186;0,00808224;0,00749091;0,00778458;0,01072533;0,00751963;0,00580927
C2;100;23/12/2024  16:00;0,02538375;0,01026683;0,02651010;0,03239569;0,01047544;0,01206767;0,01038330;0,01084476;0,01954568;0,01853617;0,00843994;0,01513528;0,01423903;0,00636698;0,00699908;0,01749472;0,00786604;0,00431608;0,00789892;0,00730929;0,00735710;0,01047034;0,00733501;0,00518489
C2;100;23/12/2024  16:15;0,02545315;0,01040551;0,02679035;0,03251732;0,01062342;0,01210144;0,01035631;0,01098713;0,02041091;0,01856638;0,00855538;0,01525930;0,01400739;0,00634435;0,00703137;0,01713888;0,00780709;0,00429003;0,00788145;0,00725426;0,00751530;0,01035122;0,00728860;0,00508058
C2;100;23/12/2024  16:30;0,02613102;0,01063684;0,02751884;0,03344074;0,01085121;0,01229341;0,01064379;0,01124539;0,02043703;0,01910085;0,00873658;0,01522927;0,01425374;0,00643973;0,00811422;0,01744298;0,00794998;0,00508930;0,00807898;0,00737597;0,00818448;0,01054708;0,00740347;0,00590168
C2;100;23/12/2024  16:45;0,02633881;0,01087084;0,02678847;0,03375736;0,01109857;0,01210184;0,01063046;0,01148980;0,02002676;0,01924178;0,00894836;0,01504251;0,01407141;0,00657190;0,00670186;0,01716044;0,00802142;0,00494192;0,00813331;0,00745084;0,00742437;0,01048003;0,00750792;0,00443032
C2;100;23/12/2024  17:00;0,02643760;0,01082091;0,02709519;0,03384933;0,01104262;0,01227052;0,01074418;0,01142985;0,02078864;0,01932296;0,00888358;0,01534892;0,01460225;0,00657109;0,00816704;0,01786123;0,00812092;0,00496782;0,00818950;0,00753420;0,00834461;0,01078267;0,00756674;0,00600377
C2;100;23/12/2024  17:15;0,02597398;0,01059441;0,02714892;0,03322157;0,01081914;0,01225440;0,01056263;0,01120187;0,02059325;0,01897097;0,00870421;0,01547207;0,01400964;0,00640839;0,00579125;0,01712602;0,00787434;0,00396952;0,00796406;0,00731496;0,00712614;0,01037803;0,00736237;0,00349016
C2;100;23/12/2024  17:30;0,02641639;0,01079882;0,02748017;0,03380448;0,01102321;0,01235159;0,01069946;0,01141844;0,02119073;0,01930461;0,00887357;0,01577809;0,01476135;0,00660245;0,00820301;0,01805347;0,00817782;0,00455264;0,00811889;0,00758529;0,00847686;0,01088077;0,00761194;0,00601114
C2;100;23/12/2024  17:45;0,02538974;0,01037090;0,02711257;0,03243910;0,01057873;0,01216882;0,01033709;0,01095803;0,02016932;0,01852436;0,00852872;0,01529427;0,01412258;0,00638652;0,00573940;0,01729796;0,00786508;0,00391010;0,00789324;0,00730785;0,00711111;0,01042788;0,00733726;0,00342322
C2;100;23/12/2024  18:00;0,02666150;0,01091088;0,02729224;0,03416891;0,01114373;0,01227505;0,01071092;0,01153649;0,02049997;0,01947089;0,00897111;0,01547519;0,01411708;0,00653565;0,00815703;0,01719137;0,00801051;0,00455241;0,00801500;0,00743545;0,00841112;0,01047998;0,00749098;0,00601572
C2;100;23/12/2024  18:30;0,02568590;0,01056099;0,02744302;0,03283665;0,01077651;0,01238960;0,01045688;0,01115273;0,02051383;0,01873119;0,00869702;0,01546021;0,01384832;0,00638663;0,00711208;0,01691432;0,00781811;0,00501149;0,00800045;0,00727624;0,00769575;0,01030411;0,00731508;0,00492207
C2;100;23/12/2024  18:45;0,02578928;0,01054495;0,02712493;0,03306926;0,01075077;0,01228182;0,01045010;0,01114679;0,02004337;0,01881369;0,00867159;0,01509796;0,01453798;0,00654282;0,00811748;0,01774942;0,00809180;0,00487621;0,00816994;0,00750777;0,00829528;0,01076706;0,00753874;0,00599318
C2;100;23/12/2024  19:00;0,02639534;0,01084330;0,02694729;0,03382113;0,01106984;0,01216511;0,01065323;0,01146148;0,02034729;0,01928470;0,00891787;0,01522617;0,01483651;0,00664819;0,00663518;0,01815002;0,00822755;0,00415056;0,00824524;0,00763430;0,00743902;0,01096343;0,00766732;0,00439738
C2;100;23/12/2024  19:15;0,02599057;0,01064449;0,02755409;0,03324379;0,01086791;0,01231391;0,01055187;0,01125883;0,02078799;0,01897795;0,00876153;0,01546282;0,01420286;0,00644885;0,00774433;0,01737788;0,00794412;0,00441682;0,00801162;0,00737928;0,00796997;0,01051133;0,00741737;0,00572190
C2;100;23/12/2024  19:30;0,02487216;0,01020108;0,02707111;0,03174559;0,01040096;0,01218920;0,01014756;0,01077384;0,02051440;0,01810632;0,00841297;0,01536975;0,01378079;0,00629651;0,00816331;0,01686541;0,00771773;0,00453704;0,00787836;0,00717686;0,00824426;0,01022081;0,00721487;0,00609943
C2;100;23/12/2024  19:45;0,02545050;0,01051065;0,02672752;0,03253243;0,01073321;0,01212294;0,01036713;0,01110634;0,02032612;0,01856990;0,00866972;0,01516706;0,01417844;0,00641453;0,00683113;0,01734374;0,00789615;0,00424874;0,00796753;0,00732743;0,00740732;0,01049344;0,00737646;0,00480257
C2;100;23/12/2024  20:00;0,02572264;0,01059749;0,02730287;0,03290445;0,01083036;0,01224630;0,01045222;0,01120301;0,02053603;0,01877137;0,00873391;0,01525614;0,01479486;0,00652747;0,00792002;0,01813804;0,00810987;0,00580170;0,00821942;0,00751943;0,00791018;0,01093175;0,00753574;0,00558265
C2;100;23/12/2024  20:15;0,02592904;0,01062396;0,02672873;0,03316034;0,01085279;0,01214760;0,01055221;0,01122834;0,02019496;0,01895525;0,00872156;0,01506119;0,01447498;0,00645700;0,00819040;0,01772410;0,00799935;0,00526014;0,00796768;0,00743244;0,00810926;0,01067000;0,00744509;0,00615572
C2;100;23/12/2024  20:30;0,02530698;0,01029477;0,02688265;0,03228173;0,01050432;0,01218880;0,01035366;0,01086991;0,02014133;0,01846966;0,00846300;0,01511423;0,01405092;0,00627025;0,00706226;0,01724497;0,00776017;0,00447051;0,00782873;0,00720095;0,00745081;0,01035218;0,00723426;0,00503569
C2;100;23/12/2024  21:00;0,02559045;0,01038810;0,02734018;0,03271779;0,01059223;0,01224328;0,01045376;0,01098110;0,02014679;0,01868138;0,00854004;0,01526808;0,01440269;0,00646093;0,00783373;0,01765238;0,00798738;0,00452851;0,00799316;0,00741484;0,00779774;0,01061104;0,00744196;0,00600252
C2;100;23/12/2024  21:15;0,02635715;0,01079127;0,02733101;0,03377608;0,01101922;0,01231392;0,01059995;0,01141847;0,02009870;0,01923920;0,00885737;0,01516630;0,01442202;0,00651219;0,00786471;0,01756032;0,00806128;0,00455884;0,00804998;0,00748032;0,00785048;0,01068424;0,00750390;0,00595227
C2;100;23/12/2024  21:30;0,02575067;0,01047838;0,02769794;0,03291358;0,01069334;0,01235714;0,01045524;0,01107828;0,02081225;0,01879316;0,00860770;0,01553097;0,01417363;0,00640801;0,00614571;0,01733714;0,00790028;0,00409493;0,00791366;0,00733373;0,00680895;0,01047766;0,00736533;0,00428795
C2;100;23/12/2024  21:45;0,02635059;0,01068967;0,02729020;0,03373000;0,01090951;0,01227419;0,01067047;0,01129803;0,02067502;0,01926482;0,00875745;0,01547862;0,01424025;0,00644279;0,00783362;0,01739623;0,00796386;0,00596528;0,00788623;0,00739355;0,00772720;0,01051080;0,00741811;0,00574493
C2;100;23/12/2024  22:00;0,02642064;0,01077058;0,02749309;0,03380609;0,01099474;0,01236195;0,01075901;0,01138385;0,02028285;0,01930461;0,00884535;0,01540978;0,01420571;0,00648081;0,00756269;0,01736757;0,00797367;0,00530648;0,00811876;0,00740025;0,00751761;0,01053398;0,00745174;0,00562965
C2;100;23/12/2024  22:15;0,02562218;0,01048888;0,02703425;0,03277486;0,01070105;0,01218513;0,01039529;0,01108504;0,02019778;0,01871284;0,00861427;0,01511341;0,01399339;0,00638178;0,00574354;0,01710044;0,00783721;0,00399904;0,00785457;0,00727976;0,00656159;0,01035493;0,00731296;0,00389172
C2;100;23/12/2024  22:30;0,02606031;0,01067381;0,02734093;0,03338752;0,01089554;0,01226390;0,01052298;0,01128346;0,02034124;0,01902916;0,00875661;0,01535130;0,01446920;0,00650500;0,00749411;0,01764718;0,00804166;0,00442466;0,00801131;0,00746133;0,00754400;0,01070946;0,00748914;0,00567123
C2;100;23/12/2024  22:45;0,02555007;0,01045019;0,02762031;0,03268618;0,01066086;0,01232410;0,01035966;0,01105658;0,02043992;0,01865150;0,00858166;0,01540995;0,01446919;0,00646250;0,00744315;0,01767101;0,00800683;0,00443159;0,00793161;0,00743110;0,00749160;0,01068588;0,00744613;0,00571872
C2;100;23/12/2024  23:00;0,02534092;0,01037009;0,02721788;0,03242637;0,01058826;0,01223151;0,01029090;0,01096686;0,02076592;0,01847444;0,00853374;0,01549710;0,01390841;0,00639679;0,00740789;0,01698245;0,00783867;0,00443604;0,00789747;0,00728653;0,00735669;0,01032915;0,00732680;0,00568720
C2;100;23/12/2024  23:15;0,02568757;0,01050070;0,02793218;0,03282832;0,01071121;0,01239307;0,01042198;0,01110297;0,02090264;0,01874877;0,00862467;0,01557076;0,01422344;0,00641494;0,00550706;0,01739527;0,00791233;0,00405085;0,00784043;0,00734955;0,00623257;0,01051141;0,00737828;0,00385116
C2;100;23/12/2024  23:30;0,02586624;0,01056616;0,02733085;0,03311303;0,01079140;0,01234720;0,01050464;0,01118963;0,02026458;0,01888766;0,00867862;0,01541932;0,01408530;0,00642941;0,00756646;0,01720238;0,00790282;0,00578429;0,00802352;0,00733461;0,00746300;0,01046030;0,00737496;0,00569641
C2;100;23/12/2024  23:45;0,02528990;0,01036378;0,02694617;0,03230172;0,01058202;0,01216862;0,01033885;0,01094650;0,01995190;0,01842632;0,00853225;0,01508468;0,01399900;0,00636879;0,00749062;0,01714906;0,00780902;0,00538316;0,00804222;0,00724778;0,00727942;0,01039448;0,00729851;0,00573955
C2;100;24/12/2024  0:00;0,02505116;0,01021144;0,02741808;0,03197039;0,01042265;0,01228657;0,01030099;0,01079050;0,02036062;0,01825538;0,00840249;0,01542931;0,01377282;0,00636258;0,00750343;0,01689320;0,00776095;0,00444395;0,00798021;0,00721902;0,00741387;0,01022765;0,00726689;0,00579668
C2;100;24/12/2024  0:15;0,02626762;0,01076792;0,02831600;0,03361193;0,01098946;0,01253201;0,01068150;0,01137897;0,02130637;0,01920952;0,00884554;0,01576010;0,01465186;0,00658364;0,00586353;0,01793358;0,00812986;0,00403962;0,00810281;0,00755361;0,00646004;0,01080899;0,00757901;0,00417877
C2;100;24/12/2024  0:30;0,02568546;0,01044780;0,02732003;0,03285861;0,01065985;0,01224183;0,01045460;0,01104636;0,02045975;0,01873498;0,00858008;0,01527866;0,01426329;0,00646520;0,00739853;0,01744514;0,00795429;0,00445943;0,00807254;0,00738776;0,00722661;0,01056513;0,00741699;0,00577373
C2;100;24/12/2024  0:45;0,02546128;0,01040881;0,02766036;0,03252114;0,01062303;0,01227646;0,01040510;0,01099604;0,02047001;0,01858825;0,00853989;0,01541682;0,01437918;0,00645293;0,00721266;0,01764659;0,00795408;0,00439641;0,00799942;0,00738220;0,00715678;0,01061480;0,00740285;0,00564545
C2;100;24/12/2024  1:00;0,02453466;0,01007236;0,02715716;0,03130644;0,01026512;0,01219501;0,01006961;0,01063060;0,02023207;0,01786853;0,00829224;0,01512907;0,01386085;0,00628488;0,00743912;0,01700268;0,00771984;0,00459476;0,00786711;0,00716732;0,00725726;0,01026618;0,00720024;0,00572808
C2;100;24/12/2024  1:15;0,02522523;0,01029928;0,02713942;0,03226005;0,01050303;0,01218491;0,01031789;0,01087993;0,02034951;0,01841513;0,00846656;0,01526795;0,01398983;0,00640452;0,00598041;0,01715091;0,00784180;0,00528592;0,00802310;0,00728432;0,00637519;0,01037725;0,00732257;0,00420008
C2;100;24/12/2024  1:30;0,02617788;0,01072939;0,02673302;0,03348624;0,01095387;0,01219341;0,01064652;0,01132487;0,01968715;0,01912688;0,00879213;0,01503573;0,01434078;0,00644798;0,00750468;0,01755241;0,00797183;0,00542114;0,00805095;0,00738796;0,00727213;0,01061488;0,00743332;0,00580915
C2;100;24/12/2024  1:45;0,02554211;0,01046682;0,02698052;0,03264945;0,01067091;0,01220256;0,01046753;0,01105379;0,02035522;0,01867129;0,00859410;0,01525704;0,01407809;0,00641190;0,00724838;0,01726939;0,00787254;0,00440697;0,00797370;0,00732410;0,00712739;0,01041717;0,00735263;0,00568086
C2;100;24/12/2024  2:00;0,02562206;0,01045464;0,02788501;0,03272579;0,01066777;0,01241984;0,01049334;0,01104365;0,02088846;0,01871172;0,00859695;0,01537842;0,01429660;0,00646842;0,00731457;0,01754800;0,00795868;0,00437979;0,00811572;0,00739804;0,00710179;0,01058341;0,00742661;0,00574321
C2;100;24/12/2024  2:15;0,02579803;0,01056392;0,02747474;0,03299757;0,01078323;0,01228343;0,01047061;0,01117060;0,02055351;0,01884480;0,00867569;0,01524158;0,01408931;0,00644456;0,00599225;0,01721743;0,00790237;0,00401666;0,00791853;0,00734519;0,00630407;0,01042496;0,00738273;0,00444286
C2;100;24/12/2024  2:30;0,02565829;0,01051166;0,02728809;0,03281860;0,01072280;0,01229266;0,01043213;0,01110705;0,02055926;0,01872519;0,00864508;0,01536346;0,01416016;0,00654516;0,00723207;0,01732574;0,00797745;0,00436663;0,00801131;0,00741811;0,00707273;0,01050848;0,00746245;0,00564897
A3;100;31/12/2024  11:00;0,02073369;0,00872629;0,03142784;0,02625557;0,00893476;0,01174705;0,00805607;0,00907599;0,01508414;0,01479813;0,00727646;0,01848201;0,01310712;0,00625265;0,00719538;0,01608080;0,00749913;0,00495432;0,00709084;0,00698370;0,00675255;0,00966481;0,00704361;0,00611917
A3;100;31/12/2024  11:15;0,02009721;0,00855068;0,03152268;0,02538230;0,00874021;0,01181168;0,00787566;0,00888060;0,01513829;0,01432485;0,00715685;0,01850890;0,01303503;0,00614584;0,00726728;0,01603642;0,00738758;0,00499535;0,00707537;0,00688154;0,00686066;0,00961173;0,00693645;0,00617129
A3;100;31/12/2024  11:30;0,02073054;0,00874387;0,03175256;0,02628937;0,00895022;0,01183650;0,00807499;0,00909947;0,01509965;0,01482503;0,00729905;0,01863310;0,01348547;0,00635042;0,00776704;0,01656243;0,00764873;0,00516950;0,00719733;0,00711642;0,00721993;0,00992194;0,00717652;0,00656209
A3;100;31/12/2024  11:45;0,02123098;0,00891570;0,03128330;0,02694952;0,00911902;0,01173840;0,00827792;0,00927244;0,01513949;0,01517489;0,00740500;0,01839268;0,01347246;0,00630131;0,00749939;0,01653324;0,00761544;0,00512624;0,00740841;0,00707743;0,00701507;0,00996508;0,00713503;0,00632567
A3;100;31/12/2024  12:00;0,02031105;0,00859556;0,03250668;0,02571569;0,00879338;0,01207774;0,00795515;0,00893403;0,01529026;0,01449693;0,00718149;0,01906544;0,01296760;0,00615250;0,00593573;0,01594055;0,00738098;0,00530398;0,00715878;0,00687813;0,00587145;0,00958573;0,00694297;0,00482129
A3;100;31/12/2024  12:15;0,02083467;0,00874212;0,03044209;0,02643891;0,00894201;0,01156389;0,00808476;0,00909796;0,01500410;0,01487153;0,00727538;0,01791676;0,01325063;0,00626552;0,00741362;0,01623282;0,00755925;0,00573617;0,00719182;0,00703993;0,00686439;0,00978336;0,00709548;0,00615910
