Cuadricula;Peso;Fecha;Sigma0;Sigma1;Sigma2;Sigma3;Sigma4;Sigma5;Sigma6;Sigma7;Sigma8;Sigma9;Sigma10;Sigma11;Sigma12;Sigma13;Sigma14;Sigma15;Sigma16;Sigma17;Sigma18;Sigma19;Sigma20;Sigma21;Sigma22;Sigma23
A3;100;01/01/2025  0:30;0,02006300;0,00852790;0,03102137;0,02535594;0,00873114;0,01166444;0,00789887;0,00886260;0,01512109;0,01430947;0,00714352;0,01825633;0,01309595;0,00620788;0,00741888;0,01611288;0,00744308;0,00532764;0,00719941;0,00693719;0,00690198;0,00965546;0,00699988;0,00626965
A3;100;01/01/2025  0:45;0,02011406;0,00857649;0,03166712;0,02543549;0,00876195;0,01181983;0,00789317;0,00889957;0,01521969;0,01433994;0,00716615;0,01861527;0,01306924;0,00622022;0,00747362;0,01609766;0,00745385;0,00597172;0,00719603;0,00695260;0,00688894;0,00966370;0,00700249;0,00632259
A3;100;01/01/2025  1:00;0,02070403;0,00877487;0,03152390;0,02622970;0,00897617;0,01179274;0,00806419;0,00911890;0,01508844;0,01479576;0,00731752;0,01849325;0,01319777;0,00628455;0,00751380;0,01620015;0,00752688;0,00552740;0,00707954;0,00701510;0,00694959;0,00972461;0,00707839;0,00629905
A3;100;01/01/2025  1:15;0,02072868;0,00881723;0,03083469;0,02627244;0,00901319;0,01159469;0,00808820;0,00915454;0,01507649;0,01481765;0,00735529;0,01816650;0,01321741;0,00632606;0,00747070;0,01622658;0,00757225;0,00513251;0,00712732;0,00705780;0,00687376;0,00974262;0,00712160;0,00638936
A3;100;01/01/2025  1:30;0,02028965;0,00860707;0,03223870;0,02566745;0,00879889;0,01192938;0,00789365;0,00894558;0,01538212;0,01447510;0,00720078;0,01895020;0,01319788;0,00624406;0,00755969;0,01621600;0,00750587;0,00509872;0,00702866;0,00700062;0,00695902;0,00970484;0,00705034;0,00647177
A3;100;01/01/2025  1:45;0,02040573;0,00867910;0,03176862;0,02582353;0,00886937;0,01181057;0,00799634;0,00901121;0,01507464;0,01457393;0,00725517;0,01865656;0,01315393;0,00626127;0,00566608;0,01618311;0,00749468;0,00477862;0,00714990;0,00699692;0,00567288;0,00969581;0,00704829;0,00474437
A3;100;01/01/2025  2:00;0,02054455;0,00870649;0,03202682;0,02602804;0,00890868;0,01191624;0,00804470;0,00905190;0,01524757;0,01468292;0,00727532;0,01880509;0,01288082;0,00625028;0,00736118;0,01583218;0,00744649;0,00507804;0,00708264;0,00695283;0,00681569;0,00952216;0,00700932;0,00625177
A3;100;01/01/2025  2:15;0,02085529;0,00880467;0,03095774;0,02644425;0,00901717;0,01166410;0,00813335;0,00916828;0,01500752;0,01492044;0,00734240;0,01822129;0,01354986;0,00635181;0,00727002;0,01664637;0,00766122;0,00512726;0,00724764;0,00713881;0,00674943;0,00996856;0,00718479;0,00622993
A3;100;01/01/2025  2:30;0,02024235;0,00856685;0,03088292;0,02564366;0,00876093;0,01162751;0,00792270;0,00891334;0,01505231;0,01444418;0,00716618;0,01819397;0,01330141;0,00628158;0,00762467;0,01636318;0,00755867;0,00606733;0,00727203;0,00705004;0,00693480;0,00982012;0,00710153;0,00640825
A3;100;01/01/2025  2:45;0,01942908;0,00837831;0,03174803;0,02448114;0,00855525;0,01185418;0,00767537;0,00868179;0,01528446;0,01382675;0,00705956;0,01867985;0,01251931;0,00608756;0,00772333;0,01543355;0,00722950;0,00551333;0,00696686;0,00674538;0,00699885;0,00925152;0,00681112;0,00643129
A3;100;01/01/2025  3:00;0,02063638;0,00871633;0,03137503;0,02616816;0,00891497;0,01173558;0,00803562;0,00906118;0,01509577;0,01472598;0,00727172;0,01846067;0,01299176;0,00627956;0,00747131;0,01593874;0,00749721;0,00518866;0,00721561;0,00699764;0,00688561;0,00961999;0,00706018;0,00634194
A3;100;01/01/2025  3:15;0,02060285;0,00874878;0,03180117;0,02609346;0,00894596;0,01184322;0,00801922;0,00909525;0,01525755;0,01472087;0,00731009;0,01870300;0,01340933;0,00628590;0,00652946;0,01647006;0,00757831;0,00489512;0,00718759;0,00705862;0,00625462;0,00987616;0,00710936;0,00555388
A3;100;01/01/2025  3:30;0,02108482;0,00891544;0,03119421;0,02678069;0,00912713;0,01165238;0,00820217;0,00927426;0,01498488;0,01509308;0,00743155;0,01835186;0,01357494;0,00644910;0,00734484;0,01667335;0,00773261;0,00499446;0,00729876;0,00720591;0,00681432;0,00999705;0,00726306;0,00622741
A3;100;01/01/2025  3:45;0,02016026;0,00859100;0,03176751;0,02548178;0,00878716;0,01187829;0,00793119;0,00893042;0,01531211;0,01438207;0,00719734;0,01868398;0,01293274;0,00621483;0,00739854;0,01590918;0,00741975;0,00510235;0,00709975;0,00691978;0,00690843;0,00955287;0,00698482;0,00625091
A3;100;01/01/2025  4:00;0,02039888;0,00862979;0,03140201;0,02586626;0,00882144;0,01173292;0,00795352;0,00896725;0,01499558;0,01456207;0,00721808;0,01845170;0,01320682;0,00631751;0,00742639;0,01623200;0,00756883;0,00519196;0,00720033;0,00704297;0,00689072;0,00974128;0,00711499;0,00637889
A3;100;01/01/2025  4:15;0,02026277;0,00864261;0,03068418;0,02566092;0,00882979;0,01156326;0,00795502;0,00897592;0,01498489;0,01450076;0,00722559;0,01808452;0,01327481;0,00626146;0,00769835;0,01633496;0,00750963;0,00601360;0,00711597;0,00700274;0,00698689;0,00976198;0,00705979;0,00639041
A3;100;01/01/2025  4:30;0,02051786;0,00870799;0,03082025;0,02599249;0,00891692;0,01159037;0,00799877;0,00905189;0,01489903;0,01467049;0,00726851;0,01814695;0,01297518;0,00621299;0,00779755;0,01592636;0,00743620;0,00556394;0,00700605;0,00693576;0,00711608;0,00956680;0,00699633;0,00654221
A3;100;01/01/2025  4:45;0,02092298;0,00880283;0,03099701;0,02652852;0,00900283;0,01165942;0,00814802;0,00915467;0,01509145;0,01495844;0,00732057;0,01824823;0,01312872;0,00622556;0,00465680;0,01610315;0,00749500;0,00483072;0,00716090;0,00698680;0,00506643;0,00969582;0,00703831;0,00377728
A3;100;01/01/2025  5:00;0,01982525;0,00844606;0,03194399;0,02502151;0,00864360;0,01185494;0,00780724;0,00877345;0,01512885;0,01413392;0,00707722;0,01876039;0,01295754;0,00613212;0,00739299;0,01596103;0,00735971;0,00511225;0,00703276;0,00686177;0,00688623;0,00953055;0,00691760;0,00629737
A3;100;01/01/2025  5:15;0,02013388;0,00857544;0,03082359;0,02546549;0,00876928;0,01158832;0,00787978;0,00889851;0,01490242;0,01437062;0,00717261;0,01813344;0,01272413;0,00620284;0,00750793;0,01563677;0,00736072;0,00510047;0,00696171;0,00687716;0,00694094;0,00939329;0,00694599;0,00632714
A3;100;01/01/2025  5:30;0,02032554;0,00867346;0,03097395;0,02568711;0,00887240;0,01164536;0,00797817;0,00901098;0,01510787;0,01452268;0,00724933;0,01827198;0,01347593;0,00625532;0,00756710;0,01660176;0,00754503;0,00514370;0,00710799;0,00703236;0,00699265;0,00988372;0,00707745;0,00645462
A3;100;01/01/2025  5:45;0,02112708;0,00896223;0,03194456;0,02679607;0,00916918;0,01187744;0,00820088;0,00931347;0,01527489;0,01511788;0,00748081;0,01881640;0,01362631;0,00648488;0,00750232;0,01674456;0,00776659;0,00515300;0,00723500;0,00724727;0,00690171;0,01001892;0,00730910;0,00645096
A3;100;01/01/2025  6:00;0,02034665;0,00861552;0,03146075;0,02577554;0,00881515;0,01173715;0,00794224;0,00896523;0,01512771;0,01451956;0,00720570;0,01851731;0,01330964;0,00629838;0,00764646;0,01637353;0,00756540;0,00578739;0,00718550;0,00705551;0,00697517;0,00979443;0,00711164;0,00639646
A3;100;01/01/2025  6:15;0,02017731;0,00859124;0,03133076;0,02553602;0,00878811;0,01173886;0,00792611;0,00892136;0,01509497;0,01440994;0,00719270;0,01844940;0,01277991;0,00622794;0,00688092;0,01572838;0,00739791;0,00556881;0,00711904;0,00690581;0,00648317;0,00945053;0,00697338;0,00572514
A3;100;01/01/2025  6:30;0,01942697;0,00833273;0,03139579;0,02449319;0,00851573;0,01176188;0,00764513;0,00865093;0,01513319;0,01382627;0,00701280;0,01847208;0,01259446;0,00605801;0,00742906;0,01551167;0,00722070;0,00543939;0,00694366;0,00675056;0,00688260;0,00929792;0,00679879;0,00628315
A3;100;01/01/2025  6:45;0,02008994;0,00852857;0,03130238;0,02541356;0,00872898;0,01172418;0,00788362;0,00886601;0,01510370;0,01432805;0,00714626;0,01844737;0,01282736;0,00618697;0,00740089;0,01577390;0,00739196;0,00518480;0,00706608;0,00689615;0,00688419;0,00947106;0,00695892;0,00634868
A3;100;01/01/2025  7:00;0,02023050;0,00859563;0,03171527;0,02560688;0,00879355;0,01182612;0,00792613;0,00894533;0,01518769;0,01444546;0,00720147;0,01865648;0,01288248;0,00617316;0,00740756;0,01581933;0,00737699;0,00523148;0,00706713;0,00688153;0,00692530;0,00951646;0,00694017;0,00630236
A3;100;01/01/2025  7:15;0,02040156;0,00859790;0,03153191;0,02581672;0,00880860;0,01180926;0,00794852;0,00895156;0,01518460;0,01455793;0,00717967;0,01853884;0,01352196;0,00629073;0,00771442;0,01662553;0,00760685;0,00523021;0,00715107;0,00708341;0,00708645;0,00993384;0,00712688;0,00656524
A3;100;01/01/2025  7:30;0,02065996;0,00873573;0,03153427;0,02617696;0,00894052;0,01178663;0,00810178;0,00908738;0,01510297;0,01479037;0,00729080;0,01854787;0,01294353;0,00621306;0,00759383;0,01587916;0,00742282;0,00522101;0,00706460;0,00692989;0,00698559;0,00956122;0,00698492;0,00650539
A3;100;01/01/2025  7:45;0,01998923;0,00855452;0,03270445;0,02526445;0,00873810;0,01208035;0,00783727;0,00887836;0,01540283;0,01428021;0,00717503;0,01922775;0,01298957;0,00617405;0,00600908;0,01597833;0,00739303;0,00511183;0,00697261;0,00689422;0,00584408;0,00955872;0,00695014;0,00491530
A3;100;01/01/2025  8:00;0,02105474;0,00892225;0,03168701;0,02671866;0,00914175;0,01180938;0,00820693;0,00928661;0,01507951;0,01507014;0,00744035;0,01862763;0,01330831;0,00637128;0,00763957;0,01634736;0,00762148;0,00581615;0,00725647;0,00710643;0,00699279;0,00981858;0,00716694;0,00637301
A3;100;01/01/2025  8:15;0,02054039;0,00870503;0,03166749;0,02601274;0,00890403;0,01177600;0,00802129;0,00904830;0,01513019;0,01468916;0,00727549;0,01864621;0,01340656;0,00632987;0,00752700;0,01648154;0,00759556;0,00546432;0,00718400;0,00708565;0,00689282;0,00985654;0,00713672;0,00635915
A3;100;01/01/2025  8:30;0,02050600;0,00874469;0,03043490;0,02597378;0,00894495;0,01149158;0,00803202;0,00908653;0,01505558;0,01465612;0,00731903;0,01797745;0,01336936;0,00634622;0,00742042;0,01646562;0,00759624;0,00507671;0,00721039;0,00709233;0,00684910;0,00985606;0,00714271;0,00629974
A3;100;01/01/2025  8:45;0,02053982;0,00868316;0,03118446;0,02599295;0,00888627;0,01168411;0,00801081;0,00903182;0,01506303;0,01467471;0,00725213;0,01838085;0,01322264;0,00624664;0,00766957;0,01623418;0,00752350;0,00517798;0,00706302;0,00701905;0,00706291;0,00972113;0,00706414;0,00650076
A3;100;01/01/2025  9:00;0,01994649;0,00855316;0,03102916;0,02514253;0,00874789;0,01164879;0,00782928;0,00886603;0,01503022;0,01421955;0,00718222;0,01828152;0,01299323;0,00623113;0,00765034;0,01601263;0,00741588;0,00525110;0,00698326;0,00692451;0,00704501;0,00954727;0,00698667;0,00654767
A3;100;01/01/2025  9:15;0,02066836;0,00876111;0,03070665;0,02618984;0,00897446;0,01157855;0,00810554;0,00911599;0,01491461;0,01479526;0,00730468;0,01808977;0,01302085;0,00628052;0,00680972;0,01600200;0,00748062;0,00497179;0,00710425;0,00697878;0,00646430;0,00960326;0,00705193;0,00577279
A3;100;01/01/2025  9:30;0,02004425;0,00857099;0,03180152;0,02533712;0,00875367;0,01186167;0,00785084;0,00890117;0,01528510;0,01430727;0,00718260;0,01874796;0,01275134;0,00617462;0,00758340;0,01567704;0,00736252;0,00524304;0,00700557;0,00687416;0,00700639;0,00941348;0,00693360;0,00643684
A3;100;01/01/2025  9:45;0,02070887;0,00880066;0,03186387;0,02623739;0,00899698;0,01183446;0,00809465;0,00914672;0,01518387;0,01480274;0,00735352;0,01878317;0,01313463;0,00629569;0,00761419;0,01615027;0,00752611;0,00601614;0,00716180;0,00701429;0,00696513;0,00968683;0,00708539;0,00642874
A3;100;01/01/2025  10:00;0,02062381;0,00879562;0,03199945;0,02613654;0,00898111;0,01192591;0,00805196;0,00913386;0,01535535;0,01475536;0,00735513;0,01884734;0,01347461;0,00639067;0,00761424;0,01658961;0,00765580;0,00549918;0,00716002;0,00714107;0,00693413;0,00990363;0,00719824;0,00638880
A3;100;01/01/2025  10:15;0,02047242;0,00871775;0,03243163;0,02590929;0,00891563;0,01199782;0,00801839;0,00907253;0,01528342;0,01464775;0,00729840;0,01908319;0,01311839;0,00624082;0,00783837;0,01614272;0,00747395;0,00523354;0,00708395;0,00696439;0,00711955;0,00965746;0,00701957;0,00664887
A3;100;01/01/2025  10:30;0,02017062;0,00858303;0,03034704;0,02550913;0,00877720;0,01146532;0,00789259;0,00892267;0,01483857;0,01441207;0,00717818;0,01790082;0,01299448;0,00618063;0,00754576;0,01599609;0,00739740;0,00513530;0,00701828;0,00689883;0,00696817;0,00957623;0,00695867;0,00641985
A3;100;01/01/2025  10:45;0,02029419;0,00863061;0,03114584;0,02566337;0,00882920;0,01163942;0,00795538;0,00895159;0,01489921;0,01449018;0,00721441;0,01833994;0,01299743;0,00621001;0,00722604;0,01599489;0,00744078;0,00509813;0,00710352;0,00695081;0,00674332;0,00959370;0,00700101;0,00622243
A3;100;01/01/2025  11:00;0,01989679;0,00847333;0,03091409;0,02514802;0,00866477;0,01159083;0,00780102;0,00880644;0,01507829;0,01420115;0,00709593;0,01825108;0,01282202;0,00616643;0,00746030;0,01575850;0,00737393;0,00510223;0,00699231;0,00687887;0,00687557;0,00945086;0,00693458;0,00633122
A3;100;01/01/2025  11:15;0,01975627;0,00842385;0,03206793;0,02495151;0,00861073;0,01186000;0,00774887;0,00874033;0,01512502;0,01408268;0,00706415;0,01885204;0,01301369;0,00615674;0,00759768;0,01602884;0,00738932;0,00512064;0,00704065;0,00689435;0,00698866;0,00958803;0,00693381;0,00646977
A3;100;01/01/2025  11:30;0,02025069;0,00864810;0,03115751;0,02559591;0,00884575;0,01167293;0,00795786;0,00898213;0,01502278;0,01447861;0,00724225;0,01835754;0,01294149;0,00621285;0,00778596;0,01593179;0,00741359;0,00611604;0,00696893;0,00691956;0,00704906;0,00953137;0,00698522;0,00654464
A3;100;01/01/2025  11:45;0,02030912;0,00862893;0,03089379;0,02568322;0,00882996;0,01160735;0,00793579;0,00896574;0,01507978;0,01450372;0,00721404;0,01823866;0,01341797;0,00630256;0,00771314;0,01650556;0,00758548;0,00557389;0,00709473;0,00706962;0,00700388;0,00984761;0,00711160;0,00646041
A3;100;01/01/2025  12:00;0,02083195;0,00883538;0,03172631;0,02641667;0,00904176;0,01183164;0,00815855;0,00918838;0,01522690;0,01492330;0,00738870;0,01870143;0,01345473;0,00640567;0,00755982;0,01654846;0,00767937;0,00539115;0,00721837;0,00716288;0,00692079;0,00990399;0,00721994;0,00644031
B3;100;01/01/2025  16:15;0,02186370;0,00923149;0,02149040;0,02788398;0,00942574;0,00901353;0,00889662;0,00969189;0,01540678;0,01565596;0,00774140;0,01219021;0,01318295;0,00660589;0,00788914;0,01626256;0,00781370;0,00548173;0,00794335;0,00731187;0,00712842;0,00986108;0,00740458;0,00673548
B3;100;01/01/2025  16:30;0,02140150;0,00906975;0,02147076;0,02722770;0,00926511;0,00904013;0,00874526;0,00951326;0,01535673;0,01530962;0,00762817;0,01215271;0,01315804;0,00655682;0,00694021;0,01624036;0,00777901;0,00522409;0,00782550;0,00728104;0,00640653;0,00980035;0,00734377;0,00593619
B3;100;01/01/2025  16:45;0,02149604;0,00912110;0,02199304;0,02732832;0,00929984;0,00918801;0,00879938;0,00957321;0,01572543;0,01533284;0,00768352;0,01243255;0,01323566;0,00655756;0,00776764;0,01635464;0,00779224;0,00545261;0,00807305;0,00726314;0,00706744;0,00990071;0,00735705;0,00662043
B3;100;01/01/2025  17:00;0,02141793;0,00908170;0,02128043;0,02725561;0,00925502;0,00904243;0,00877898;0,00951778;0,01553980;0,01529218;0,00762668;0,01220502;0,01298352;0,00650762;0,00785199;0,01603708;0,00769336;0,00608623;0,00792863;0,00719852;0,00707516;0,00970975;0,00728135;0,00663754
B3;100;01/01/2025  17:15;0,02111846;0,00899717;0,02132838;0,02682273;0,00916193;0,00904307;0,00865986;0,00942355;0,01537680;0,01506934;0,00756835;0,01215547;0,01348064;0,00650714;0,00765520;0,01667978;0,00778454;0,00571032;0,00794709;0,00725966;0,00693947;0,01001163;0,00733744;0,00647387
B3;100;01/01/2025  17:30;0,02155075;0,00915962;0,02125469;0,02741178;0,00934234;0,00898496;0,00881138;0,00960614;0,01563802;0,01538498;0,00770988;0,01216326;0,01361388;0,00659859;0,00800971;0,01683759;0,00788056;0,00563990;0,00812339;0,00734730;0,00725552;0,01015114;0,00743147;0,00680744
B3;100;01/01/2025  17:45;0,02158980;0,00914880;0,02182111;0,02747520;0,00933302;0,00915434;0,00879831;0,00960132;0,01560901;0,01543069;0,00768648;0,01244366;0,01369263;0,00659691;0,00614900;0,01691582;0,00791740;0,00518944;0,00802564;0,00738009;0,00593932;0,01016614;0,00745039;0,00519373
B3;100;01/01/2025  18:00;0,02157626;0,00911130;0,02145091;0,02749611;0,00930399;0,00901569;0,00880299;0,00957630;0,01545555;0,01540509;0,00767125;0,01223930;0,01331476;0,00659787;0,00771957;0,01643780;0,00784686;0,00545518;0,00807201;0,00732888;0,00701974;0,00995583;0,00741547;0,00659884
B3;100;01/01/2025  18:15;0,02182437;0,00919255;0,02201111;0,02777780;0,00937742;0,00917572;0,00884348;0,00965561;0,01583444;0,01555765;0,00772297;0,01252935;0,01336674;0,00659790;0,00766872;0,01647984;0,00785794;0,00548475;0,00807198;0,00733486;0,00697671;0,00999702;0,00741693;0,00655652
B3;100;01/01/2025  18:30;0,02226130;0,00940196;0,02200733;0,02840789;0,00959605;0,00916270;0,00899395;0,00987335;0,01556439;0,01594280;0,00787756;0,01237058;0,01372461;0,00675099;0,00763084;0,01688962;0,00804863;0,00550681;0,00802982;0,00750902;0,00695107;0,01020809;0,00759438;0,00656214
B3;100;01/01/2025  18:45;0,02116529;0,00901547;0,02154638;0,02690229;0,00920183;0,00905291;0,00865941;0,00944675;0,01565984;0,01508823;0,00760040;0,01232180;0,01305696;0,00652306;0,00797749;0,01615031;0,00773026;0,00603382;0,00798762;0,00722032;0,00716306;0,00976765;0,00731114;0,00676884
B3;100;01/01/2025  19:00;0,02127523;0,00907952;0,02155008;0,02703564;0,00925992;0,00906579;0,00871026;0,00951362;0,01565162;0,01516924;0,00766043;0,01223891;0,01346273;0,00661921;0,00791020;0,01666304;0,00786317;0,00581977;0,00802407;0,00734350;0,00709778;0,01002188;0,00742531;0,00669850
B3;100;01/01/2025  19:15;0,02173364;0,00920560;0,02190389;0,02769730;0,00938675;0,00911800;0,00884219;0,00965611;0,01569354;0,01552246;0,00773236;0,01243528;0,01322668;0,00662365;0,00611293;0,01632300;0,00784003;0,00536799;0,00806558;0,00733387;0,00589324;0,00989902;0,00742349;0,00512892
B3;100;01/01/2025  19:30;0,02130097;0,00906889;0,02156984;0,02708755;0,00925210;0,00900615;0,00870592;0,00951350;0,01553916;0,01521285;0,00763626;0,01227494;0,01303039;0,00649389;0,00751765;0,01610638;0,00769805;0,00542250;0,00787743;0,00719199;0,00684915;0,00973579;0,00728108;0,00643651
B3;100;01/01/2025  19:45;0,02113360;0,00900879;0,02102535;0,02680351;0,00918154;0,00889133;0,00865331;0,00944085;0,01564774;0,01506976;0,00758279;0,01208236;0,01273415;0,00639843;0,00761833;0,01571586;0,00756876;0,00552706;0,00770199;0,00708039;0,00695974;0,00951126;0,00715908;0,00656385
B3;100;01/01/2025  20:00;0,02102340;0,00900731;0,02111052;0,02667789;0,00918448;0,00892455;0,00866059;0,00944414;0,01555436;0,01499714;0,00761469;0,01210998;0,01287445;0,00649487;0,00750189;0,01594833;0,00764812;0,00541215;0,00780751;0,00714946;0,00684944;0,00960802;0,00724403;0,00648604
B3;100;01/01/2025  20:15;0,02218832;0,00935578;0,02136177;0,02830844;0,00955258;0,00900980;0,00900746;0,00983424;0,01561096;0,01586732;0,00785643;0,01227368;0,01343054;0,00666565;0,00791342;0,01654487;0,00793164;0,00545171;0,00812328;0,00741137;0,00716997;0,01003806;0,00749431;0,00676232
B3;100;01/01/2025  20:30;0,02215221;0,00935823;0,02125967;0,02825324;0,00954811;0,00896061;0,00898726;0,00983754;0,01554858;0,01585848;0,00785762;0,01218406;0,01335091;0,00666629;0,00797106;0,01644607;0,00791426;0,00572382;0,00802500;0,00739956;0,00718962;0,00997657;0,00748498;0,00676904
B3;100;01/01/2025  20:45;0,02121009;0,00902001;0,02105394;0,02697955;0,00919450;0,00892591;0,00870576;0,00945936;0,01559908;0,01511794;0,00759578;0,01212497;0,01343635;0,00662555;0,00719611;0,01663511;0,00785346;0,00591082;0,00811369;0,00733810;0,00664764;0,01002808;0,00742538;0,00612644
B3;100;01/01/2025  21:00;0,02206943;0,00930082;0,02111067;0,02812403;0,00949879;0,00892813;0,00901460;0,00976582;0,01559787;0,01578327;0,00780756;0,01210966;0,01369687;0,00669278;0,00786729;0,01691384;0,00800034;0,00564962;0,00812137;0,00746412;0,00709169;0,01019308;0,00753761;0,00661718
B3;100;01/01/2025  21:15;0,02163180;0,00917985;0,02167650;0,02749706;0,00937246;0,00904991;0,00883447;0,00963299;0,01572907;0,01543929;0,00772436;0,01241645;0,01312001;0,00655729;0,00768243;0,01622062;0,00777223;0,00551366;0,00799132;0,00725558;0,00700377;0,00981796;0,00734257;0,00659176
B3;100;01/01/2025  21:30;0,02175649;0,00926120;0,02142761;0,02769564;0,00944735;0,00899054;0,00889920;0,00971623;0,01571465;0,01554759;0,00779049;0,01231029;0,01327602;0,00659236;0,00778872;0,01641265;0,00782109;0,00537757;0,00809394;0,00730394;0,00706650;0,00992048;0,00739184;0,00664194
B3;100;01/01/2025  21:45;0,02167834;0,00919923;0,02150929;0,02760350;0,00938273;0,00897492;0,00885306;0,00964893;0,01576322;0,01548130;0,00773194;0,01235331;0,01351413;0,00665894;0,00805139;0,01671286;0,00792251;0,00558501;0,00806282;0,00739910;0,00725311;0,01006170;0,00748474;0,00688907
B3;100;01/01/2025  22:00;0,02071826;0,00888729;0,02132626;0,02628138;0,00905246;0,00892538;0,00854582;0,00930775;0,01533989;0,01479508;0,00749413;0,01217072;0,01290933;0,00636583;0,00607620;0,01598669;0,00756555;0,00518620;0,00776743;0,00706758;0,00587064;0,00962082;0,00714546;0,00517153
B3;100;01/01/2025  22:15;0,02106902;0,00901948;0,02154849;0,02676223;0,00918442;0,00901176;0,00864967;0,00945068;0,01569602;0,01502525;0,00760110;0,01234412;0,01287801;0,00646886;0,00758703;0,01594084;0,00764759;0,00552669;0,00790885;0,00714981;0,00693641;0,00964341;0,00723251;0,00650434
B3;100;01/01/2025  22:30;0,02200072;0,00929231;0,02171522;0,02807574;0,00948542;0,00902619;0,00889430;0,00976711;0,01547368;0,01573191;0,00779420;0,01230799;0,01364011;0,00664504;0,00779786;0,01680657;0,00795509;0,00594554;0,00805013;0,00741956;0,00700708;0,01015238;0,00749373;0,00656827
B3;100;01/01/2025  22:45;0,02253526;0,00949525;0,02132737;0,02871869;0,00969610;0,00898619;0,00914249;0,00997366;0,01561429;0,01613848;0,00793908;0,01223774;0,01335704;0,00666886;0,00781682;0,01645379;0,00791951;0,00577754;0,00799525;0,00739293;0,00702681;0,00996485;0,00747824;0,00665516
B3;100;01/01/2025  23:00;0,02165144;0,00921822;0,02142471;0,02753900;0,00939618;0,00897533;0,00880851;0,00966286;0,01570291;0,01546858;0,00774850;0,01228194;0,01342856;0,00653545;0,00761412;0,01656963;0,00781452;0,00555086;0,00801926;0,00728482;0,00692858;0,01001058;0,00735912;0,00658714
B3;100;01/01/2025  23:15;0,02114019;0,00899083;0,02140231;0,02688390;0,00916770;0,00896086;0,00861992;0,00943585;0,01560316;0,01505565;0,00758289;0,01226496;0,01315948;0,00649889;0,00802339;0,01624587;0,00773431;0,00555402;0,00800828;0,00721660;0,00725968;0,00983612;0,00730715;0,00689561
B3;100;01/01/2025  23:30;0,02174051;0,00926148;0,02090344;0,02765253;0,00944583;0,00880930;0,00889239;0,00970852;0,01556038;0,01554814;0,00779178;0,01204614;0,01344130;0,00663184;0,00615597;0,01661471;0,00788456;0,00513476;0,00793611;0,00736972;0,00586315;0,00999382;0,00745971;0,00521994
B3;100;01/01/2025  23:45;0,02137279;0,00909458;0,02165201;0,02714322;0,00927494;0,00904846;0,00872845;0,00953846;0,01566976;0,01523680;0,00765797;0,01235213;0,01333823;0,00649380;0,00762826;0,01647610;0,00776100;0,00551920;0,00801825;0,00723967;0,00694372;0,00994124;0,00731555;0,00658998
B3;100;02/01/2025  0:00;0,02097191;0,00896711;0,02123625;0,02664067;0,00915041;0,00892929;0,00865531;0,00939052;0,01564282;0,01494729;0,00756784;0,01219704;0,01304379;0,00650539;0,00743316;0,01617917;0,00769007;0,00532752;0,00804544;0,00718898;0,00675850;0,00975888;0,00728288;0,00633370
B3;100;02/01/2025  0:15;0,02176587;0,00925561;0,02160099;0,02769223;0,00944028;0,00902484;0,00886957;0,00970507;0,01553788;0,01554916;0,00778524;0,01220588;0,01320748;0,00655961;0,00763662;0,01629390;0,00780069;0,00595420;0,00794597;0,00728294;0,00684762;0,00985986;0,00736986;0,00643825
B3;100;02/01/2025  0:30;0,02147943;0,00914003;0,02155210;0,02728519;0,00932260;0,00904645;0,00879144;0,00958215;0,01547520;0,01535291;0,00768012;0,01228695;0,01364211;0,00655239;0,00775703;0,01688195;0,00785002;0,00569630;0,00794100;0,00732269;0,00695487;0,01011330;0,00739380;0,00658642
B3;100;02/01/2025  0:45;0,02142621;0,00912851;0,02150859;0,02724972;0,00931882;0,00899175;0,00878674;0,00957521;0,01555832;0,01531387;0,00768587;0,01229450;0,01276798;0,00650105;0,00741503;0,01578306;0,00764921;0,00548793;0,00787812;0,00715311;0,00675455;0,00956580;0,00725019;0,00623911
B3;100;02/01/2025  1:00;0,02201226;0,00932972;0,02112395;0,02803797;0,00951542;0,00891772;0,00894599;0,00979045;0,01562474;0,01575311;0,00783386;0,01209215;0,01344388;0,00659086;0,00755402;0,01656418;0,00787408;0,00542648;0,00798288;0,00735878;0,00685968;0,01000577;0,00742926;0,00647855
B3;100;02/01/2025  1:15;0,02016997;0,00870841;0,02132552;0,02551880;0,00887561;0,00891698;0,00831607;0,00910981;0,01570555;0,01433713;0,00737651;0,01228704;0,01270840;0,00635819;0,00764489;0,01578253;0,00749052;0,00554579;0,00784093;0,00701237;0,00695918;0,00951681;0,00709651;0,00659668
B3;100;02/01/2025  1:30;0,02229044;0,00940382;0,02158018;0,02840137;0,00959799;0,00902548;0,00908139;0,00988137;0,01578950;0,01595542;0,00789184;0,01236339;0,01333600;0,00663048;0,00764185;0,01643279;0,00789690;0,00552290;0,00809108;0,00737119;0,00694871;0,00995830;0,00745069;0,00653385
B3;100;02/01/2025  1:45;0,02171282;0,00921747;0,02130366;0,02765240;0,00940978;0,00894316;0,00888153;0,00966871;0,01561206;0,01553550;0,00775137;0,01226101;0,01324039;0,00662011;0,00773678;0,01635660;0,00784573;0,00552692;0,00797394;0,00732952;0,00702817;0,00986315;0,00741402;0,00662335
